"uoc_id","uoc","saf_id","organismo","tipo","rubro_modal","anclado","n_adj","n_sup","escala_med","share_directa","acceso","contenido","sede_localidad","sede_provincia","anio_fundacion","credito_vigente","estructura","n_sedes","P_antiguedad","P_presupuesto","A_escala","A_directa","A_tipo","A_antiguedad","A_juris","A_rango","A_presupuesto","N_distribuido","N_tamano"
"101|98/00 - Dir. Compras","98/00 - Dir. Compras","101","101 - Fundación Miguel Lillo","ciencia_universidad","ELECTRICIDAD Y TELEFONIA",FALSE,384,194,1233117.19834313,0.864583333333333,0.0913760609081057,-0.463123433130391,"San Miguel de Tucumán","Tucumán",1931,6804.703921,"administracion_descentralizada",1,"antiguo","bajo","chica","mayoria_directa","ciencia_universidad","antiguo","Tucumán","descentralizada","bajo","una_sede","grande"
"371|84/109 - COMANDO GENERAL ELECTORAL","84/109 - COMANDO GENERAL ELECTORAL","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",FALSE,126,61,21941969.023848,0.0317460317460317,0.347090071910838,-0.495772558583617,"CABA","CABA",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","grande","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","medio","distribuido","media"
"371|84/111 - DISTRITO ELECTORAL - RIO NEGRO","84/111 - DISTRITO ELECTORAL - RIO NEGRO","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",FALSE,58,27,5474547.25043564,0.0517241379310345,0.105512540583699,-0.480419062400463,"Viedma","Río Negro",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","grande","mixto","seguridad_defensa","antiguo","Río Negro","desconcentrada","medio","distribuido","chica"
"371|84/112 - DISTRITO ELECTORAL - SAN LUIS","84/112 - DISTRITO ELECTORAL - SAN LUIS","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","REPUESTOS",FALSE,63,42,714184.095559601,0.80952380952381,0.0593234855306022,-0.659248592279143,"San Luis","San Luis",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","chica","mayoria_directa","seguridad_defensa","antiguo","San Luis","desconcentrada","medio","distribuido","chica"
"371|84/113 - DISTRITO ELECTORAL - SANTIAGO DEL ESTERO","84/113 - DISTRITO ELECTORAL - SANTIAGO DEL ESTERO","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELEMENTOS DE LIMPIEZA",FALSE,65,45,643739.390046884,0.953846153846154,-0.0753147448815619,-0.641305865391206,"Santiago del Estero","Santiago del Estero",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","chica","mayoria_directa","seguridad_defensa","antiguo","Santiago del Estero","desconcentrada","medio","distribuido","chica"
"371|84/114 - DISTRITO ELECTORAL - TIERRA DEL FUEGO","84/114 - DISTRITO ELECTORAL - TIERRA DEL FUEGO","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,40,26,1597528.28596618,0,-0.0243673328269016,-0.555243829109063,"Ushuaia","Tierra del Fuego",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","chica","sin_directa","seguridad_defensa","antiguo","Tierra del Fuego","desconcentrada","medio","distribuido","chica"
"371|84/115 - DISTRITO ELECTORAL - SANTA CRUZ","84/115 - DISTRITO ELECTORAL - SANTA CRUZ","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,59,35,1293671.78075972,0,-0.00183562270964158,-0.600067301127645,"Río Gallegos","Santa Cruz",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","chica","sin_directa","seguridad_defensa","antiguo","Santa Cruz","desconcentrada","medio","distribuido","chica"
"371|84/116 - DISTRITO ELECTORAL - SANTA FE","84/116 - DISTRITO ELECTORAL - SANTA FE","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",FALSE,107,43,2711941.08961576,0,0.218150260009849,-0.422999466434425,"Santa Fe","Santa Fe",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","media","sin_directa","seguridad_defensa","antiguo","Santa Fe","desconcentrada","medio","distribuido","media"
"371|84/118 - DISTRITO ELECTORAL - CABA","84/118 - DISTRITO ELECTORAL - CABA","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,48,35,3532869.51827479,0.104166666666667,0.155502299255393,-0.650281550505492,"CABA","CABA",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","media","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","medio","distribuido","chica"
"371|84/119 - DISTRITO ELECTORAL - CATAMARCA","84/119 - DISTRITO ELECTORAL - CATAMARCA","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","REPUESTOS",FALSE,48,33,762669.489081602,0,0.0213429953223238,-0.601456200533007,"San Fernando del Valle de Catamarca","Catamarca",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","chica","sin_directa","seguridad_defensa","antiguo","Catamarca","desconcentrada","medio","distribuido","chica"
"371|84/120 - DISTRITO ELECTORAL - CHACO","84/120 - DISTRITO ELECTORAL - CHACO","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","REPUESTOS",FALSE,60,44,1453364.76382704,0.0333333333333333,0.027151264566741,-0.709790438919268,"Resistencia","Chaco",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","chica","mixto","seguridad_defensa","antiguo","Chaco","desconcentrada","medio","distribuido","chica"
"371|84/121 - DISTRITO ELECTORAL - CHUBUT","84/121 - DISTRITO ELECTORAL - CHUBUT","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,60,28,1776277.45420233,0.133333333333333,0.192833002371021,-0.72353072885182,"Rawson","Chubut",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","media","mixto","seguridad_defensa","antiguo","Chubut","desconcentrada","medio","distribuido","chica"
"371|84/122 - DISTRITO ELECTORAL - CORDOBA","84/122 - DISTRITO ELECTORAL - CORDOBA","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,66,40,2163852.67903879,0.0151515151515152,0.12161730050781,-0.633972693524154,"Córdoba","Córdoba",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","media","mixto","seguridad_defensa","antiguo","Córdoba","desconcentrada","medio","distribuido","chica"
"371|84/123 - DISTRITO ELECTORAL - CORRIENTES","84/123 - DISTRITO ELECTORAL - CORRIENTES","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,65,39,1024276.4278335,0,0.106122911372141,-0.71314127662008,"Corrientes","Corrientes",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","chica","sin_directa","seguridad_defensa","antiguo","Corrientes","desconcentrada","medio","distribuido","chica"
"371|84/124 - DISTRITO ELECTORAL - ENTRE RIOS","84/124 - DISTRITO ELECTORAL - ENTRE RIOS","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,64,32,1928114.10986338,0,0.0869150477817437,-0.656156545300598,"Paraná","Entre Ríos",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","media","sin_directa","seguridad_defensa","antiguo","Entre Ríos","desconcentrada","medio","distribuido","chica"
"371|84/126 - SUBDISTRITO ELECTORAL TIGRE","84/126 - SUBDISTRITO ELECTORAL TIGRE","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","REPUESTOS",FALSE,51,28,2067493.13944695,0,0.213983769698457,-0.712826178497248,"Tigre","Buenos Aires",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","media","sin_directa","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","medio","distribuido","chica"
"371|84/127 - SUBDISTRITO ELECTORAL BAHIA BLANCA","84/127 - SUBDISTRITO ELECTORAL BAHIA BLANCA","371","371 - Estado Mayor Conjunto (EMCO)","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,38,24,2080756.11638891,0,-0.00264334891768552,-0.533245957879548,"Bahía Blanca","Buenos Aires",1948,46000.987966,"administracion_desconcentrada",24,"antiguo","medio","media","sin_directa","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","medio","distribuido","chica"
"372|36 - Departamento de Compras y Contrataciones - CITEDEF","36 - Departamento de Compras y Contrataciones - CITEDEF","372","372 - Instituto de Investigaciones Científicas y Técnicas para la Defensa","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",FALSE,136,89,4347759.88297232,0.573529411764706,0.169785697033085,-0.458576332117417,"Villa Martelli","Buenos Aires",1954,10405.17545,"administracion_descentralizada",1,"medio","bajo","grande","mayoria_directa","seguridad_defensa","medio","Buenos Aires","descentralizada","bajo","una_sede","media"
"374|84/03 - Comando de la 1ra División de Ejército","84/03 - Comando de la 1ra División de Ejército","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,846,163,1123941.79735224,0,-0.0230583393615119,-0.761698096062848,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","sin_directa","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/04 - Comando de la 2da División de Ejército","84/04 - Comando de la 2da División de Ejército","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,248,107,533814.88295001,0.0201612903225806,-0.00233882972730571,-0.695395332436233,"Rosario","Santa Fe",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","Santa Fe","desconcentrada","alto","distribuido","media"
"374|84/05 - Comando de la 3ra División de Ejército","84/05 - Comando de la 3ra División de Ejército","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,385,80,3979681.57922321,0,0.0324214600806572,-0.691935249326288,"Paraná","Entre Ríos",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","sin_directa","seguridad_defensa","antiguo","Entre Ríos","desconcentrada","alto","distribuido","grande"
"374|84/06 - Dirección General de Salud","84/06 - Dirección General de Salud","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","PROD. MEDICO/FARMACEUTICOS/LAB",TRUE,967,195,7804530.60368732,0,0.356013589329912,-0.500740167810755,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","sin_directa","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/07 - Dirección de Aviación de Ejercito - Ejercito Argentino","84/07 - Dirección de Aviación de Ejercito - Ejercito Argentino","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","REPUESTOS",TRUE,1130,284,743024.309517585,0.0415929203539823,0.190679835527914,-0.666877529210254,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/08 - Hospital General 602 Campo de Mayo","84/08 - Hospital General 602 Campo de Mayo","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",TRUE,695,178,6578615.82104095,0.0158273381294964,0.270528519630283,-0.611625484468648,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/11 - Liceo Militar General San Martin","84/11 - Liceo Militar General San Martin","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,455,150,1702920.11178465,0.00879120879120879,0.0130742552703548,-0.749010229787042,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/12 - Dirección de Ingenieros e Infraestructura","84/12 - Dirección de Ingenieros e Infraestructura","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,499,129,11366434.3612348,0.0440881763527054,0.273603430872918,-0.574361793246553,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/128 - Dirección General de Intendencia","84/128 - Dirección General de Intendencia","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","INDUMENT TEXTIL Y CONFECCIONES",TRUE,583,131,12156974.5,0.0343053173241852,0.279426177000229,-0.658254458375201,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/129 - Dirección de Arsenales","84/129 - Dirección de Arsenales","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","REPUESTOS",TRUE,1319,222,3346088.64069967,0.175890826383624,0.132694481644328,-0.712272659435979,"Boulogne Sur Mer","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/13 - Dirección de Remonta y Veterinaria","84/13 - Dirección de Remonta y Veterinaria","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","INMUEBLES",TRUE,2230,381,5587175.35754819,0.00672645739910314,0.126541775291739,-0.559599252090959,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/134 - Comando de Adiestramiento y Alistamiento","84/134 - Comando de Adiestramiento y Alistamiento","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","BAZAR Y MENAJE",TRUE,1104,275,820457.960639331,0.0570652173913043,0.0536896497395262,-0.783469538290237,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/135 - Dirección General de Material","84/135 - Dirección General de Material","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,511,215,1000913.68477062,0.050880626223092,0.220271959217144,-0.644603369309867,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/136 COMANDO GUARNICIÓN MILITAR BUENOS AIRES","84/136 COMANDO GUARNICIÓN MILITAR BUENOS AIRES","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","BAZAR Y MENAJE",TRUE,437,134,1143495,0.0205949656750572,0.0578808341604913,-0.790032811010608,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/138 - Comando de la Fuerza de Despliegue Rápido","84/138 - Comando de la Fuerza de Despliegue Rápido","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,238,96,1885543.42533049,0.0378151260504202,0.0355289008979096,-0.746205555460687,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","media"
"374|84/140 - Comando de Brigada de Monte III","84/140 - Comando de Brigada de Monte III","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,1007,175,3022619.81435956,0.00297914597815293,-0.0467175500552491,-0.767255784950119,"Resistencia","Chaco",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Chaco","desconcentrada","alto","distribuido","grande"
"374|84/141 - Jefatura Agrupación de Ingenieros 601","84/141 - Jefatura Agrupación de Ingenieros 601","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,91,62,486432.225228607,0.945054945054945,0.121899701040871,-0.761145331611173,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mayoria_directa","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","chica"
"374|84/142 - Regimiento de Artillería 1","84/142 - Regimiento de Artillería 1","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,143,35,2384975.77585734,0.524475524475524,0.0511614808080243,-0.836827206101908,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mayoria_directa","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","media"
"374|84/143-JEFATURA DE AGRUPACION DE ARTILLERIA DE CAMPAÑA 601","84/143-JEFATURA DE AGRUPACION DE ARTILLERIA DE CAMPAÑA 601","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,299,54,1325868.68919078,0,-0.00731940804864368,-0.770210932255924,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","sin_directa","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","media"
"374|84/144-REGIMIENTO DE INFANTERIA 4","84/144-REGIMIENTO DE INFANTERIA 4","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,40,23,684260.656827857,0,0.12462753859875,-0.716138684783606,"Monte Caseros","Corrientes",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","sin_directa","seguridad_defensa","antiguo","Corrientes","desconcentrada","alto","distribuido","chica"
"374|84/147 - ESCUELA MILITAR DE MONTE","84/147 - ESCUELA MILITAR DE MONTE","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,338,94,760038.376631215,0,-0.115315250717105,-0.768312531694899,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","sin_directa","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","media"
"374|84/148 ESCUELA DE TROPAS AEROTRANSPORTADAS Y OPERACIONES ESPECIALES","84/148 ESCUELA DE TROPAS AEROTRANSPORTADAS Y OPERACIONES ESPECIALES","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","BAZAR Y MENAJE",TRUE,99,47,649406.34394472,0,0.0136330786018976,-0.737160532406397,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","sin_directa","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","media"
"374|84/15 - Comando de Brigada Blindada I","84/15 - Comando de Brigada Blindada I","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,808,170,1308194.87242676,0.00866336633663366,0.0320361561314381,-0.7472771799519,"Tandil","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/16 - Comando Brigada Blindada II","84/16 - Comando Brigada Blindada II","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,909,205,2111237.33730706,0,0.0519932592803109,-0.73074708884856,"Paraná","Entre Ríos",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","sin_directa","seguridad_defensa","antiguo","Entre Ríos","desconcentrada","alto","distribuido","grande"
"374|84/17 - Comando Brigada de Montaña V","84/17 - Comando Brigada de Montaña V","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,1383,233,2147681.65086056,0.0108459869848156,0.00885980843865522,-0.728402144745329,"Salta","Salta",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Salta","desconcentrada","alto","distribuido","grande"
"374|84/18 - Comando de la Brigada de Montaña VI","84/18 - Comando de la Brigada de Montaña VI","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,487,121,4693984.34661269,0.0123203285420945,-0.0265829780560822,-0.717574133398809,"San Martín de los Andes","Neuquén",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","mixto","seguridad_defensa","antiguo","Neuquén","desconcentrada","alto","distribuido","grande"
"374|84/19 - Comando Brigada de Montaña VIII","84/19 - Comando Brigada de Montaña VIII","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,659,138,3096933.73751851,0.047040971168437,0.089292358248031,-0.719144029041743,"Mendoza","Mendoza",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Mendoza","desconcentrada","alto","distribuido","grande"
"374|84/20 - Comando Brigada Mecanizada IX","84/20 - Comando Brigada Mecanizada IX","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,599,114,2654836.35542739,0.00166944908180301,0.00905414862155138,-0.779957121043549,"Comodoro Rivadavia","Chubut",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Chubut","desconcentrada","alto","distribuido","grande"
"374|84/21 - Comando Brigada Mecanizada XI","84/21 - Comando Brigada Mecanizada XI","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,760,193,2296437.84901452,0.00131578947368421,-0.0884112378538963,-0.726441031558278,"Río Gallegos","Santa Cruz",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Santa Cruz","desconcentrada","alto","distribuido","grande"
"374|84/22 - Comando de Brigada de Monte XII","84/22 - Comando de Brigada de Monte XII","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,904,222,1796583.2322286,0,-0.0477005899250407,-0.726679268074976,"Posadas","Misiones",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","sin_directa","seguridad_defensa","antiguo","Misiones","desconcentrada","alto","distribuido","grande"
"374|84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito","84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,886,229,1375724.13462479,0.0191873589164786,0.0903378490390044,-0.741574840784466,"Campo de Mayo","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/24 - Colegio Militar de la Nación - Compras y Contrataciones","84/24 - Colegio Militar de la Nación - Compras y Contrataciones","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,1074,200,2833327.94193269,0.00651769087523277,-0.0176825137711783,-0.78906064376359,"El Palomar","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/26 - Hospital Militar Central 601","84/26 - Hospital Militar Central 601","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","PROD. MEDICO/FARMACEUTICOS/LAB",TRUE,1912,323,11569760.6098676,0.0439330543933054,0.294279095997535,-0.615069826080464,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/28 - Jefatura Agrupación Artillería Antiaérea Ej. 601 - EC","84/28 - Jefatura Agrupación Artillería Antiaérea Ej. 601 - EC","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,634,145,988652.620221659,0.0126182965299685,0.0316258538374871,-0.734246771864201,"Mar del Plata","Buenos Aires",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","Buenos Aires","desconcentrada","alto","distribuido","grande"
"374|84/29 - Liceo Militar General Espejo","84/29 - Liceo Militar General Espejo","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,315,120,2437377.63,0.00317460317460317,-0.0037909011383106,-0.65943054508975,"Mendoza","Mendoza",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Mendoza","desconcentrada","alto","distribuido","media"
"374|84/30 - Liceo Militar General Paz","84/30 - Liceo Militar General Paz","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,624,163,2838158.22047816,0.0144230769230769,0.0448209124847584,-0.726579722780914,"Córdoba","Córdoba",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Córdoba","desconcentrada","alto","distribuido","grande"
"374|84/31 - Liceo Militar General Belgrano","84/31 - Liceo Militar General Belgrano","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","BAZAR Y MENAJE",TRUE,499,144,1625776.67669297,0.00400801603206413,-0.0546805493257267,-0.683223361288743,"Santa Fe","Santa Fe",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","mixto","seguridad_defensa","antiguo","Santa Fe","desconcentrada","alto","distribuido","grande"
"374|84/32 - Liceo Militar General Araoz de Lamadrid","84/32 - Liceo Militar General Araoz de Lamadrid","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ALIMENTOS",TRUE,308,108,2808356.82045161,0,-0.00457173692544823,-0.656789891010407,"San Miguel de Tucumán","Tucumán",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","media","sin_directa","seguridad_defensa","antiguo","Tucumán","desconcentrada","alto","distribuido","media"
"374|84/33 - DIRECCION DE INTELIGENCIA OPERACIONAL","84/33 - DIRECCION DE INTELIGENCIA OPERACIONAL","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,455,106,1081113.45892374,0.287912087912088,0.064281454548182,-0.816571727877628,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","grande"
"374|84/34 - Regimiento de Granaderos a Caballo","84/34 - Regimiento de Granaderos a Caballo","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,247,70,1139749.79201444,0.153846153846154,0.0308291655067458,-0.820751399754923,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","chica","mixto","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","media"
"374|84/35 - Instituto Social Militar Dámaso Centeno","84/35 - Instituto Social Militar Dámaso Centeno","374","374 - Estado Mayor General del Ejercito","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,285,115,3800186.93547751,0,0.0901474814143031,-0.561261418191078,"CABA","CABA",1853,1241855.608432,"administracion_desconcentrada",21,"antiguo","alto","grande","sin_directa","seguridad_defensa","antiguo","CABA","desconcentrada","alto","distribuido","media"
